id,y
10001,8.191554253457754
10002,92.46161325440181
10003,92.46161325440181
10004,53.6226788600373
10005,92.46161325440181
10006,48.81661855162742
10007,53.6226788600373
10008,48.81661855162742
10009,3.772619919450122
10010,48.81661855162742
10011,46.15467651784916
10012,92.46161325440181
10013,46.15467651784916
10014,26.8221464945437
10015,48.81661855162742
10016,92.46161325440181
10017,64.19872381572215
10018,29.572802373087775
10019,92.46161325440181
10020,53.6226788600373
10021,3.772619919450122
10022,49.51582491884787
10023,56.09759985139819
10024,92.46161325440181
10025,48.81661855162742
10026,92.46161325440181
10027,53.6226788600373
10028,46.15467651784916
10029,92.46161325440181
10030,92.46161325440181
10031,3.772619919450122
10032,45.56560560715578
10033,64.19872381572215
10034,92.46161325440181
10035,92.46161325440181
10036,3.772619919450122
10037,91.29720893149344
10038,26.8221464945437
10039,34.50052201256654
10040,8.191554253457754
10041,3.772619919450122
10042,92.46161325440181
10043,8.191554253457754
10044,45.56560560715578
10045,26.8221464945437
10046,92.46161325440181
10047,92.46161325440181
10048,92.46161325440181
10049,53.6226788600373
10050,92.46161325440181
10051,92.46161325440181
10052,48.81661855162742
10053,29.37769151689396
10054,92.46161325440181
10055,38.00259732055407
10056,10.853376361156416
10057,60.803694100723774
10058,31.628206802953574
10059,92.46161325440181
10060,29.37769151689396
10061,92.46161325440181
10062,48.81661855162742
10063,45.56560560715578
10064,26.8221464945437
10065,92.46161325440181
10066,3.772619919450122
10067,92.46161325440181
10068,72.1929561404131
10069,92.46161325440181
10070,92.46161325440181
10071,48.81661855162742
10072,46.15467651784916
10073,89.01597103974606
10074,92.46161325440181
10075,92.46161325440181
10076,92.46161325440181
10077,4.716283012840128
10078,48.81661855162742
10079,92.46161325440181
10080,92.46161325440181
10081,92.46161325440181
10082,92.46161325440181
10083,35.12356512901737
10084,92.46161325440181
10085,3.772619919450122
10086,62.598782600645
10087,91.29720893149344
10088,92.46161325440181
10089,10.853376361156416
10090,45.56560560715578
10091,46.15467651784916
10092,4.912771438160932
10093,92.46161325440181
10094,91.29720893149344
10095,91.29720893149344
10096,92.46161325440181
10097,92.46161325440181
10098,26.8221464945437
10099,89.01597103974606
10100,48.81661855162742
10101,92.46161325440181
10102,8.191554253457754
10103,92.46161325440181
10104,10.853376361156416
10105,3.772619919450122
10106,46.15467651784916
10107,53.6226788600373
10108,3.772619919450122
10109,8.191554253457754
10110,48.81661855162742
10111,26.48963176226406
10112,90.48643547075636
10113,92.46161325440181
10114,3.772619919450122
10115,46.15467651784916
10116,92.46161325440181
10117,60.803694100723774
10118,3.772619919450122
10119,53.6226788600373
10120,91.29720893149344
10121,35.42001447528871
10122,92.46161325440181
10123,92.46161325440181
10124,48.81661855162742
10125,3.772619919450122
10126,48.81661855162742
10127,3.772619919450122
10128,3.772619919450122
10129,92.46161325440181
10130,92.46161325440181
10131,53.6226788600373
10132,48.81661855162742
10133,92.46161325440181
10134,3.772619919450122
10135,92.46161325440181
10136,3.772619919450122
10137,11.993527879867225
10138,51.567274430171494
10139,3.772619919450122
10140,92.46161325440181
10141,53.6226788600373
10142,26.48963176226406
10143,3.772619919450122
10144,3.772619919450122
10145,44.32672732426035
10146,48.81661855162742
10147,26.8221464945437
10148,32.931611814030994
10149,4.716283012840128
10150,92.46161325440181
10151,92.46161325440181
10152,31.628206802953574
10153,11.993527879867225
10154,53.6226788600373
10155,48.81661855162742
10156,48.81661855162742
10157,91.29720893149344
10158,92.46161325440181
10159,26.48963176226406
10160,10.853376361156416
10161,48.81661855162742
10162,4.716283012840128
10163,92.46161325440181
10164,92.46161325440181
10165,34.50052201256654
10166,92.46161325440181
10167,92.46161325440181
10168,92.46161325440181
10169,61.9721076938515
10170,53.6226788600373
10171,26.8221464945437
10172,46.15467651784916
10173,60.803694100723774
10174,4.716283012840128
10175,64.19872381572215
10176,92.46161325440181
10177,48.81661855162742
10178,46.15467651784916
10179,92.46161325440181
10180,92.46161325440181
10181,92.46161325440181
10182,9.331705772168563
10183,3.772619919450122
10184,4.912771438160932
10185,53.6226788600373
10186,92.46161325440181
10187,3.772619919450122
10188,92.46161325440181
10189,53.6226788600373
10190,56.09759985139819
10191,48.81661855162742
10192,92.46161325440181
10193,30.076897884114405
10194,46.15467651784916
10195,34.50052201256654
10196,89.01597103974606
10197,34.50052201256654
10198,92.46161325440181
10199,92.46161325440181
10200,3.772619919450122
10201,92.46161325440181
10202,48.81661855162742
10203,92.46161325440181
10204,31.628206802953574
10205,92.46161325440181
10206,92.46161325440181
10207,92.46161325440181
10208,92.46161325440181
10209,53.6226788600373
10210,26.48963176226406
10211,92.46161325440181
10212,92.46161325440181
10213,92.46161325440181
10214,26.48963176226406
10215,4.912771438160932
10216,53.6226788600373
10217,3.772619919450122
10218,26.8221464945437
10219,32.931611814030994
10220,46.15467651784916
10221,92.46161325440181
10222,29.572802373087775
10223,92.46161325440181
10224,92.46161325440181
10225,92.46161325440181
10226,60.803694100723774
10227,3.772619919450122
10228,59.55533448872309
10229,92.46161325440181
10230,92.46161325440181
10231,92.46161325440181
10232,60.803694100723774
10233,92.46161325440181
10234,52.26648079739194
10235,4.716283012840128
10236,48.81661855162742
10237,31.628206802953574
10238,92.46161325440181
10239,4.912771438160932
10240,92.46161325440181
10241,92.46161325440181
10242,48.81661855162742
10243,92.46161325440181
10244,8.191554253457754
10245,48.81661855162742
10246,92.46161325440181
10247,10.853376361156416
10248,60.803694100723774
10249,32.931611814030994
10250,10.853376361156416
10251,53.6226788600373
10252,48.81661855162742
10253,92.46161325440181
10254,53.6226788600373
10255,92.46161325440181
10256,30.929000435733126
10257,3.772619919450122
10258,92.46161325440181
10259,92.46161325440181
10260,92.46161325440181
10261,49.51582491884787
10262,45.56560560715578
10263,92.46161325440181
10264,48.81661855162742
10265,92.46161325440181
